SKU,日期,销量,渠道
SKU002,2025-05-05,47,独立站
SKU003,2025-05-05,178,亚马逊
SKU003,2025-05-05,90,独立站
SKU001,2025-05-06,148,亚马逊
SKU001,2025-05-06,66,独立站
SKU002,2025-05-06,85,亚马逊
SKU002,2025-05-06,36,独立站
SKU003,2025-05-06,200,亚马逊
SKU003,2025-05-06,86,独立站
SKU001,2025-05-07,136,亚马逊
SKU001,2025-05-07,49,独立站
SKU002,2025-05-07,87,亚马逊
SKU002,2025-05-07,39,独立站
SKU003,2025-05-07,223,亚马逊
SKU003,2025-05-07,82,独立站
SKU001,2025-05-08,148,亚马逊
SKU001,2025-05-08,54,独立站
SKU002,2025-05-08,73,亚马逊
SKU002,2025-05-08,33,独立站
SKU003,2025-05-08,206,亚马逊
SKU003,2025-05-08,88,独立站
SKU001,2025-05-09,122,亚马逊
SKU001,2025-05-09,56,独立站
SKU002,2025-05-09,104,亚马逊
SKU002,2025-05-09,35,独立站
SKU003,2025-05-09,229,亚马逊
SKU003,2025-05-09,82,独立站
SKU001,2025-05-10,153,亚马逊
SKU001,2025-05-10,58,独立站
SKU002,2025-05-10,76,亚马逊
SKU002,2025-05-10,41,独立站
SKU003,2025-05-10,238,亚马逊
SKU003,2025-05-10,101,独立站
SKU001,2025-05-11,130,亚马逊
SKU001,2025-05-11,61,独立站
SKU002,2025-05-11,89,亚马逊
SKU002,2025-05-11,42,独立站
SKU003,2025-05-11,198,亚马逊
SKU003,2025-05-11,90,独立站
SKU001,2025-05-12,130,亚马逊
SKU001,2025-05-12,51,独立站
SKU002,2025-05-12,83,亚马逊
SKU002,2025-05-12,39,独立站
SKU003,2025-05-12,202,亚马逊
SKU003,2025-05-12,89,独立站
SKU001,2025-05-13,135,亚马逊
SKU001,2025-05-13,63,独立站
SKU002,2025-05-13,97,亚马逊
SKU002,2025-05-13,34,独立站
SKU003,2025-05-13,190,亚马逊
SKU003,2025-05-13,100,独立站
SKU001,2025-05-14,122,亚马逊
SKU001,2025-05-14,48,独立站
SKU002,2025-05-14,81,亚马逊
SKU002,2025-05-14,31,独立站
SKU003,2025-05-14,190,亚马逊
SKU003,2025-05-14,85,独立站
SKU001,2025-05-15,123,亚马逊
SKU001,2025-05-15,56,独立站
SKU002,2025-05-15,102,亚马逊
SKU002,2025-05-15,35,独立站
SKU003,2025-05-15,234,亚马逊
SKU003,2025-05-15,91,独立站
SKU001,2025-05-16,155,亚马逊
SKU001,2025-05-16,59,独立站
SKU002,2025-05-16,92,亚马逊
SKU002,2025-05-16,35,独立站
SKU003,2025-05-16,211,亚马逊
SKU003,2025-05-16,85,独立站
SKU001,2025-05-17,127,亚马逊
SKU001,2025-05-17,58,独立站
SKU002,2025-05-17,92,亚马逊
SKU002,2025-05-17,36,独立站
SKU003,2025-05-17,204,亚马逊
SKU003,2025-05-17,85,独立站
SKU001,2025-05-18,160,亚马逊
SKU001,2025-05-18,59,独立站
SKU002,2025-05-18,88,亚马逊
SKU002,2025-05-18,34,独立站
SKU003,2025-05-18,219,亚马逊
SKU003,2025-05-18,95,独立站
SKU001,2025-05-19,146,亚马逊
SKU001,2025-05-19,54,独立站
SKU002,2025-05-19,88,亚马逊
SKU002,2025-05-19,39,独立站
SKU003,2025-05-19,244,亚马逊
SKU003,2025-05-19,105,独立站
SKU001,2025-05-20,141,亚马逊
SKU001,2025-05-20,53,独立站
SKU002,2025-05-20,100,亚马逊
SKU002,2025-05-20,47,独立站
SKU003,2025-05-20,184,亚马逊
SKU003,2025-05-20,86,独立站
SKU001,2025-05-21,146,亚马逊
SKU001,2025-05-21,56,独立站
SKU002,2025-05-21,82,亚马逊
SKU002,2025-05-21,40,独立站
SKU003,2025-05-21,212,亚马逊
SKU003,2025-05-21,84,独立站
SKU001,2025-05-22,157,亚马逊
SKU001,2025-05-22,58,独立站
SKU002,2025-05-22,98,亚马逊
SKU002,2025-05-22,44,独立站
SKU003,2025-05-22,189,亚马逊
SKU003,2025-05-22,86,独立站
SKU001,2025-05-23,116,亚马逊
SKU001,2025-05-23,50,独立站
SKU002,2025-05-23,103,亚马逊
SKU002,2025-05-23,35,独立站
SKU003,2025-05-23,221,亚马逊
SKU003,2025-05-23,83,独立站
SKU001,2025-05-24,153,亚马逊
SKU001,2025-05-24,63,独立站
SKU002,2025-05-24,111,亚马逊
SKU002,2025-05-24,42,独立站
SKU003,2025-05-24,205,亚马逊
SKU003,2025-05-24,96,独立站
SKU001,2025-05-25,149,亚马逊
SKU001,2025-05-25,60,独立站
SKU002,2025-05-25,84,亚马逊
SKU002,2025-05-25,37,独立站
SKU003,2025-05-25,222,亚马逊
SKU003,2025-05-25,75,独立站
SKU001,2025-05-26,159,亚马逊
SKU001,2025-05-26,69,独立站
SKU002,2025-05-26,81,亚马逊
SKU002,2025-05-26,41,独立站
SKU003,2025-05-26,191,亚马逊
SKU003,2025-05-26,84,独立站
SKU001,2025-05-27,115,亚马逊
SKU001,2025-05-27,54,独立站
SKU002,2025-05-27,90,亚马逊
SKU002,2025-05-27,42,独立站
SKU003,2025-05-27,222,亚马逊
SKU003,2025-05-27,89,独立站
SKU001,2025-05-28,176,亚马逊
SKU001,2025-05-28,67,独立站
SKU002,2025-05-28,83,亚马逊
SKU002,2025-05-28,38,独立站
SKU003,2025-05-28,214,亚马逊
SKU003,2025-05-28,93,独立站
SKU001,2025-05-29,140,亚马逊
SKU001,2025-05-29,66,独立站
SKU002,2025-05-29,91,亚马逊
SKU002,2025-05-29,41,独立站
SKU003,2025-05-29,192,亚马逊
SKU003,2025-05-29,95,独立站
SKU001,2025-05-30,158,亚马逊
SKU001,2025-05-30,67,独立站
SKU002,2025-05-30,105,亚马逊
SKU002,2025-05-30,47,独立站
SKU003,2025-05-30,173,亚马逊
SKU003,2025-05-30,89,独立站
SKU001,2025-05-31,153,亚马逊
SKU001,2025-05-31,62,独立站
SKU002,2025-05-31,89,亚马逊
SKU002,2025-05-31,35,独立站
SKU003,2025-05-31,191,亚马逊
SKU003,2025-05-31,65,独立站
SKU001,2025-06-01,127,亚马逊
SKU001,2025-06-01,52,独立站
SKU002,2025-06-01,94,亚马逊
SKU002,2025-06-01,35,独立站
SKU003,2025-06-01,220,亚马逊
SKU003,2025-06-01,83,独立站
SKU001,2025-06-02,114,亚马逊
SKU001,2025-06-02,48,独立站
SKU002,2025-06-02,76,亚马逊
SKU002,2025-06-02,33,独立站
SKU003,2025-06-02,165,亚马逊
SKU003,2025-06-02,78,独立站
SKU001,2025-06-03,143,亚马逊
SKU001,2025-06-03,49,独立站
SKU002,2025-06-03,67,亚马逊
SKU002,2025-06-03,29,独立站
SKU003,2025-06-03,210,亚马逊
SKU003,2025-06-03,72,独立站
SKU001,2025-06-04,139,亚马逊
SKU001,2025-06-04,50,独立站
SKU002,2025-06-04,79,亚马逊
SKU002,2025-06-04,29,独立站
SKU003,2025-06-04,221,亚马逊
SKU003,2025-06-04,88,独立站
SKU001,2025-06-05,108,亚马逊
SKU001,2025-06-05,43,独立站
SKU002,2025-06-05,86,亚马逊
SKU002,2025-06-05,38,独立站
SKU003,2025-06-05,210,亚马逊
SKU003,2025-06-05,87,独立站
SKU001,2025-06-06,132,亚马逊
SKU001,2025-06-06,63,独立站
SKU002,2025-06-06,87,亚马逊
SKU002,2025-06-06,37,独立站
SKU003,2025-06-06,168,亚马逊
SKU003,2025-06-06,85,独立站
SKU001,2025-06-07,118,亚马逊
SKU001,2025-06-07,58,独立站
SKU002,2025-06-07,86,亚马逊
SKU002,2025-06-07,33,独立站
SKU003,2025-06-07,188,亚马逊
SKU003,2025-06-07,93,独立站
SKU001,2025-06-08,117,亚马逊
SKU001,2025-06-08,48,独立站
SKU002,2025-06-08,114,亚马逊
SKU002,2025-06-08,41,独立站
SKU003,2025-06-08,188,亚马逊
SKU003,2025-06-08,86,独立站
SKU001,2025-06-09,132,亚马逊
SKU001,2025-06-09,49,独立站
SKU002,2025-06-09,90,亚马逊
SKU002,2025-06-09,44,独立站
SKU003,2025-06-09,202,亚马逊
SKU003,2025-06-09,93,独立站
SKU001,2025-06-10,112,亚马逊
SKU001,2025-06-10,46,独立站
SKU002,2025-06-10,96,亚马逊
SKU002,2025-06-10,39,独立站
SKU003,2025-06-10,156,亚马逊
SKU003,2025-06-10,79,独立站
SKU001,2025-06-11,136,亚马逊
SKU001,2025-06-11,53,独立站
SKU002,2025-06-11,77,亚马逊
SKU002,2025-06-11,34,独立站
SKU003,2025-06-11,169,亚马逊
SKU003,2025-06-11,93,独立站
SKU001,2025-06-12,112,亚马逊
SKU001,2025-06-12,57,独立站
SKU002,2025-06-12,80,亚马逊
SKU002,2025-06-12,36,独立站
SKU003,2025-06-12,229,亚马逊
SKU003,2025-06-12,77,独立站
SKU001,2025-06-13,126,亚马逊
SKU001,2025-06-13,60,独立站
SKU002,2025-06-13,80,亚马逊
SKU002,2025-06-13,44,独立站
SKU003,2025-06-13,197,亚马逊
SKU003,2025-06-13,89,独立站
SKU001,2025-06-14,133,亚马逊
SKU001,2025-06-14,47,独立站
SKU002,2025-06-14,88,亚马逊
SKU002,2025-06-14,42,独立站
SKU003,2025-06-14,210,亚马逊
SKU003,2025-06-14,73,独立站
SKU001,2025-06-15,118,亚马逊
SKU001,2025-06-15,49,独立站
SKU002,2025-06-15,105,亚马逊
SKU002,2025-06-15,38,独立站
SKU003,2025-06-15,218,亚马逊
SKU003,2025-06-15,84,独立站
SKU001,2025-06-16,142,亚马逊
SKU001,2025-06-16,49,独立站
SKU002,2025-06-16,81,亚马逊
SKU002,2025-06-16,39,独立站
SKU003,2025-06-16,205,亚马逊
SKU003,2025-06-16,95,独立站
SKU001,2025-06-17,104,亚马逊
SKU001,2025-06-17,42,独立站
SKU002,2025-06-17,75,亚马逊
SKU002,2025-06-17,34,独立站
SKU003,2025-06-17,158,亚马逊
SKU003,2025-06-17,60,独立站
SKU001,2025-06-18,122,亚马逊
SKU001,2025-06-18,60,独立站
SKU002,2025-06-18,89,亚马逊
SKU002,2025-06-18,35,独立站
SKU003,2025-06-18,178,亚马逊
SKU003,2025-06-18,65,独立站
SKU001,2025-06-19,150,亚马逊
SKU001,2025-06-19,63,独立站
SKU002,2025-06-19,96,亚马逊
SKU002,2025-06-19,35,独立站
SKU003,2025-06-19,183,亚马逊
SKU003,2025-06-19,88,独立站
SKU001,2025-06-20,144,亚马逊
SKU001,2025-06-20,63,独立站
SKU002,2025-06-20,93,亚马逊
SKU002,2025-06-20,40,独立站
SKU003,2025-06-20,204,亚马逊
SKU003,2025-06-20,72,独立站
SKU001,2025-06-21,140,亚马逊
SKU001,2025-06-21,53,独立站
SKU002,2025-06-21,82,亚马逊
SKU002,2025-06-21,40,独立站
SKU003,2025-06-21,162,亚马逊
SKU003,2025-06-21,83,独立站
SKU001,2025-06-22,139,亚马逊
SKU001,2025-06-22,52,独立站
SKU002,2025-06-22,79,亚马逊
SKU002,2025-06-22,35,独立站
SKU003,2025-06-22,165,亚马逊
SKU003,2025-06-22,69,独立站
SKU001,2025-06-23,126,亚马逊
SKU001,2025-06-23,62,独立站
SKU002,2025-06-23,68,亚马逊
SKU002,2025-06-23,30,独立站
SKU003,2025-06-23,210,亚马逊
SKU003,2025-06-23,76,独立站
SKU001,2025-06-24,115,亚马逊
SKU001,2025-06-24,61,独立站
SKU002,2025-06-24,85,亚马逊
SKU002,2025-06-24,39,独立站
SKU003,2025-06-24,179,亚马逊
SKU003,2025-06-24,74,独立站
SKU001,2025-06-25,106,亚马逊
SKU001,2025-06-25,45,独立站
SKU002,2025-06-25,81,亚马逊
SKU002,2025-06-25,36,独立站
SKU003,2025-06-25,189,亚马逊
SKU003,2025-06-25,71,独立站
SKU001,2025-06-26,128,亚马逊
SKU001,2025-06-26,56,独立站
SKU002,2025-06-26,85,亚马逊
SKU002,2025-06-26,35,独立站
SKU003,2025-06-26,228,亚马逊
SKU003,2025-06-26,99,独立站
SKU001,2025-06-27,113,亚马逊
SKU001,2025-06-27,47,独立站
SKU002,2025-06-27,80,亚马逊
SKU002,2025-06-27,34,独立站
SKU003,2025-06-27,169,亚马逊
SKU003,2025-06-27,85,独立站
SKU001,2025-06-28,112,亚马逊
SKU001,2025-06-28,49,独立站
SKU002,2025-06-28,79,亚马逊
SKU002,2025-06-28,34,独立站
SKU003,2025-06-28,155,亚马逊
SKU003,2025-06-28,71,独立站
SKU001,2025-06-29,134,亚马逊
SKU001,2025-06-29,57,独立站
SKU002,2025-06-29,99,亚马逊
SKU002,2025-06-29,32,独立站
SKU003,2025-06-29,179,亚马逊
SKU003,2025-06-29,79,独立站
SKU001,2025-06-30,109,亚马逊
SKU001,2025-06-30,50,独立站
SKU002,2025-06-30,86,亚马逊
SKU002,2025-06-30,39,独立站
SKU003,2025-06-30,194,亚马逊
SKU003,2025-06-30,80,独立站
SKU001,2025-07-01,85,亚马逊
SKU001,2025-07-01,46,独立站
SKU002,2025-07-01,75,亚马逊
SKU002,2025-07-01,28,独立站
SKU003,2025-07-01,182,亚马逊
SKU003,2025-07-01,81,独立站
SKU001,2025-07-02,117,亚马逊
SKU001,2025-07-02,47,独立站
SKU002,2025-07-02,79,亚马逊
SKU002,2025-07-02,28,独立站
SKU003,2025-07-02,140,亚马逊
SKU003,2025-07-02,66,独立站
SKU001,2025-07-03,100,亚马逊
SKU001,2025-07-03,47,独立站
SKU002,2025-07-03,68,亚马逊
SKU002,2025-07-03,24,独立站
SKU003,2025-07-03,161,亚马逊
SKU003,2025-07-03,75,独立站
SKU001,2025-07-04,110,亚马逊
SKU001,2025-07-04,55,独立站
SKU002,2025-07-04,88,亚马逊
SKU002,2025-07-04,41,独立站
SKU003,2025-07-04,185,亚马逊
SKU003,2025-07-04,73,独立站
SKU001,2025-07-05,108,亚马逊
SKU001,2025-07-05,41,独立站
SKU002,2025-07-05,70,亚马逊
SKU002,2025-07-05,34,独立站
SKU003,2025-07-05,140,亚马逊
SKU003,2025-07-05,74,独立站
SKU001,2025-07-06,134,亚马逊
SKU001,2025-07-06,49,独立站
SKU002,2025-07-06,68,亚马逊
SKU002,2025-07-06,31,独立站
SKU003,2025-07-06,160,亚马逊
SKU003,2025-07-06,55,独立站
SKU001,2025-07-07,103,亚马逊
SKU001,2025-07-07,49,独立站
SKU002,2025-07-07,65,亚马逊
SKU002,2025-07-07,26,独立站
SKU003,2025-07-07,135,亚马逊
SKU003,2025-07-07,60,独立站
SKU001,2025-07-08,108,亚马逊
SKU001,2025-07-08,48,独立站
SKU002,2025-07-08,86,亚马逊
SKU002,2025-07-08,29,独立站
SKU003,2025-07-08,185,亚马逊
SKU003,2025-07-08,67,独立站
SKU001,2025-07-09,126,亚马逊
SKU001,2025-07-09,44,独立站
SKU002,2025-07-09,75,亚马逊
SKU002,2025-07-09,39,独立站
SKU003,2025-07-09,147,亚马逊
SKU003,2025-07-09,81,独立站
SKU001,2025-07-10,87,亚马逊
SKU001,2025-07-10,47,独立站
SKU002,2025-07-10,62,亚马逊
SKU002,2025-07-10,28,独立站
SKU003,2025-07-10,182,亚马逊
SKU003,2025-07-10,68,独立站
SKU001,2025-07-11,91,亚马逊
SKU001,2025-07-11,38,独立站
SKU002,2025-07-11,75,亚马逊
SKU002,2025-07-11,28,独立站
SKU003,2025-07-11,140,亚马逊
SKU003,2025-07-11,60,独立站
SKU001,2025-07-12,92,亚马逊
SKU001,2025-07-12,42,独立站
SKU002,2025-07-12,72,亚马逊
SKU002,2025-07-12,33,独立站
SKU003,2025-07-12,188,亚马逊
SKU003,2025-07-12,70,独立站
SKU001,2025-07-13,121,亚马逊
SKU001,2025-07-13,46,独立站
SKU002,2025-07-13,63,亚马逊
SKU002,2025-07-13,31,独立站
SKU003,2025-07-13,151,亚马逊
SKU003,2025-07-13,72,独立站
SKU001,2025-07-14,114,亚马逊
SKU001,2025-07-14,41,独立站
SKU002,2025-07-14,78,亚马逊
SKU002,2025-07-14,36,独立站
SKU003,2025-07-14,179,亚马逊
SKU003,2025-07-14,83,独立站
SKU001,2025-07-15,90,亚马逊
SKU001,2025-07-15,46,独立站
SKU002,2025-07-15,63,亚马逊
SKU002,2025-07-15,25,独立站
SKU003,2025-07-15,174,亚马逊
SKU003,2025-07-15,81,独立站
SKU001,2025-07-16,129,亚马逊
SKU001,2025-07-16,47,独立站
SKU002,2025-07-16,73,亚马逊
SKU002,2025-07-16,34,独立站
SKU003,2025-07-16,152,亚马逊
SKU003,2025-07-16,61,独立站
SKU001,2025-07-17,98,亚马逊
SKU001,2025-07-17,45,独立站
SKU002,2025-07-17,67,亚马逊
SKU002,2025-07-17,35,独立站
SKU003,2025-07-17,189,亚马逊
SKU003,2025-07-17,80,独立站
SKU001,2025-07-18,125,亚马逊
SKU001,2025-07-18,50,独立站
SKU002,2025-07-18,71,亚马逊
SKU002,2025-07-18,29,独立站
SKU003,2025-07-18,164,亚马逊
SKU003,2025-07-18,59,独立站
SKU001,2025-07-19,109,亚马逊
SKU001,2025-07-19,44,独立站
SKU002,2025-07-19,71,亚马逊
SKU002,2025-07-19,31,独立站
SKU003,2025-07-19,149,亚马逊
SKU003,2025-07-19,62,独立站
SKU001,2025-07-20,79,亚马逊
SKU001,2025-07-20,40,独立站
SKU002,2025-07-20,94,亚马逊
SKU002,2025-07-20,40,独立站
SKU003,2025-07-20,137,亚马逊
SKU003,2025-07-20,57,独立站
SKU001,2025-07-21,105,亚马逊
SKU001,2025-07-21,43,独立站
SKU002,2025-07-21,78,亚马逊
SKU002,2025-07-21,30,独立站
SKU003,2025-07-21,160,亚马逊
SKU003,2025-07-21,66,独立站
SKU001,2025-07-22,106,亚马逊
SKU001,2025-07-22,50,独立站
SKU002,2025-07-22,67,亚马逊
SKU002,2025-07-22,34,独立站
SKU003,2025-07-22,172,亚马逊
SKU003,2025-07-22,56,独立站
SKU001,2025-07-23,108,亚马逊
SKU001,2025-07-23,47,独立站
SKU002,2025-07-23,79,亚马逊
SKU002,2025-07-23,29,独立站
SKU003,2025-07-23,186,亚马逊
SKU003,2025-07-23,87,独立站
SKU001,2025-07-24,94,亚马逊
SKU001,2025-07-24,45,独立站
SKU002,2025-07-24,86,亚马逊
SKU002,2025-07-24,35,独立站
SKU003,2025-07-24,151,亚马逊
SKU003,2025-07-24,65,独立站
SKU001,2025-07-25,124,亚马逊
SKU001,2025-07-25,49,独立站
SKU002,2025-07-25,65,亚马逊
SKU002,2025-07-25,36,独立站
SKU003,2025-07-25,132,亚马逊
SKU003,2025-07-25,59,独立站
SKU001,2025-07-26,129,亚马逊
SKU001,2025-07-26,56,独立站
SKU002,2025-07-26,62,亚马逊
SKU002,2025-07-26,27,独立站
SKU003,2025-07-26,145,亚马逊
SKU003,2025-07-26,74,独立站
SKU001,2025-07-27,115,亚马逊
SKU001,2025-07-27,49,独立站
SKU002,2025-07-27,55,亚马逊
SKU002,2025-07-27,28,独立站
SKU003,2025-07-27,148,亚马逊
SKU003,2025-07-27,53,独立站
SKU001,2025-07-28,135,亚马逊
SKU001,2025-07-28,48,独立站
SKU002,2025-07-28,73,亚马逊
SKU002,2025-07-28,28,独立站
SKU003,2025-07-28,148,亚马逊
SKU003,2025-07-28,81,独立站
SKU001,2025-07-29,115,亚马逊
SKU001,2025-07-29,48,独立站
SKU002,2025-07-29,73,亚马逊
SKU002,2025-07-29,30,独立站
SKU003,2025-07-29,150,亚马逊
SKU003,2025-07-29,64,独立站
SKU001,2025-07-30,104,亚马逊
SKU001,2025-07-30,45,独立站
SKU002,2025-07-30,77,亚马逊
SKU002,2025-07-30,35,独立站
SKU003,2025-07-30,153,亚马逊
SKU003,2025-07-30,59,独立站
SKU001,2025-07-31,85,亚马逊
SKU001,2025-07-31,45,独立站
SKU002,2025-07-31,86,亚马逊
SKU002,2025-07-31,36,独立站
SKU003,2025-07-31,171,亚马逊
SKU003,2025-07-31,77,独立站
SKU001,2025-08-01,116,亚马逊
SKU001,2025-08-01,45,独立站
SKU002,2025-08-01,58,亚马逊
SKU002,2025-08-01,24,独立站
SKU003,2025-08-01,149,亚马逊
SKU003,2025-08-01,67,独立站
SKU001,2025-08-02,112,亚马逊
SKU001,2025-08-02,50,独立站
SKU002,2025-08-02,62,亚马逊
SKU002,2025-08-02,24,独立站
SKU003,2025-08-02,170,亚马逊
SKU003,2025-08-02,55,独立站
SKU001,2025-08-03,89,亚马逊
SKU001,2025-08-03,32,独立站
SKU002,2025-08-03,59,亚马逊
SKU002,2025-08-03,27,独立站
SKU003,2025-08-03,145,亚马逊
SKU003,2025-08-03,70,独立站
SKU001,2025-08-04,80,亚马逊
SKU001,2025-08-04,40,独立站
SKU002,2025-08-04,62,亚马逊
SKU002,2025-08-04,26,独立站
SKU003,2025-08-04,143,亚马逊
SKU003,2025-08-04,54,独立站
SKU001,2025-08-05,86,亚马逊
SKU001,2025-08-05,30,独立站
SKU002,2025-08-05,51,亚马逊
SKU002,2025-08-05,22,独立站
SKU003,2025-08-05,133,亚马逊
SKU003,2025-08-05,47,独立站
SKU001,2025-08-06,110,亚马逊
SKU001,2025-08-06,37,独立站
SKU002,2025-08-06,59,亚马逊
SKU002,2025-08-06,32,独立站
SKU003,2025-08-06,141,亚马逊
SKU003,2025-08-06,69,独立站
SKU001,2025-08-07,76,亚马逊
SKU001,2025-08-07,33,独立站
SKU002,2025-08-07,60,亚马逊
SKU002,2025-08-07,26,独立站
SKU003,2025-08-07,150,亚马逊
SKU003,2025-08-07,52,独立站
SKU001,2025-08-08,77,亚马逊
SKU001,2025-08-08,38,独立站
SKU002,2025-08-08,62,亚马逊
SKU002,2025-08-08,25,独立站
SKU003,2025-08-08,162,亚马逊
SKU003,2025-08-08,69,独立站
SKU001,2025-08-09,71,亚马逊
SKU001,2025-08-09,34,独立站
SKU002,2025-08-09,75,亚马逊
SKU002,2025-08-09,29,独立站
SKU003,2025-08-09,154,亚马逊
SKU003,2025-08-09,72,独立站
SKU001,2025-08-10,99,亚马逊
SKU001,2025-08-10,39,独立站
SKU002,2025-08-10,59,亚马逊
SKU002,2025-08-10,31,独立站
SKU003,2025-08-10,147,亚马逊
SKU003,2025-08-10,54,独立站
SKU001,2025-08-11,83,亚马逊
SKU001,2025-08-11,34,独立站
SKU002,2025-08-11,80,亚马逊
SKU002,2025-08-11,35,独立站
SKU003,2025-08-11,134,亚马逊
SKU003,2025-08-11,54,独立站
SKU001,2025-08-12,93,亚马逊
SKU001,2025-08-12,48,独立站
SKU002,2025-08-12,65,亚马逊
SKU002,2025-08-12,32,独立站
SKU003,2025-08-12,129,亚马逊
SKU003,2025-08-12,62,独立站
SKU001,2025-08-13,94,亚马逊
SKU001,2025-08-13,33,独立站
SKU002,2025-08-13,68,亚马逊
SKU002,2025-08-13,27,独立站
SKU003,2025-08-13,109,亚马逊
SKU003,2025-08-13,61,独立站
SKU001,2025-08-14,89,亚马逊
SKU001,2025-08-14,45,独立站
SKU002,2025-08-14,77,亚马逊
SKU002,2025-08-14,32,独立站
SKU003,2025-08-14,124,亚马逊
SKU003,2025-08-14,57,独立站
SKU001,2025-08-15,83,亚马逊
SKU001,2025-08-15,42,独立站
SKU002,2025-08-15,58,亚马逊
SKU002,2025-08-15,22,独立站
SKU003,2025-08-15,112,亚马逊
SKU003,2025-08-15,61,独立站
SKU001,2025-08-16,122,亚马逊
SKU001,2025-08-16,44,独立站
SKU002,2025-08-16,71,亚马逊
SKU002,2025-08-16,27,独立站
SKU003,2025-08-16,140,亚马逊
SKU003,2025-08-16,53,独立站
SKU001,2025-08-17,94,亚马逊
SKU001,2025-08-17,42,独立站
SKU002,2025-08-17,70,亚马逊
SKU002,2025-08-17,25,独立站
SKU003,2025-08-17,168,亚马逊
SKU003,2025-08-17,62,独立站
SKU001,2025-08-18,82,亚马逊
SKU001,2025-08-18,31,独立站
SKU002,2025-08-18,72,亚马逊
SKU002,2025-08-18,27,独立站
SKU003,2025-08-18,162,亚马逊
SKU003,2025-08-18,70,独立站
SKU001,2025-08-19,74,亚马逊
SKU001,2025-08-19,31,独立站
SKU002,2025-08-19,67,亚马逊
SKU002,2025-08-19,24,独立站
SKU003,2025-08-19,141,亚马逊
SKU003,2025-08-19,64,独立站
SKU001,2025-08-20,78,亚马逊
SKU001,2025-08-20,42,独立站
SKU002,2025-08-20,63,亚马逊
SKU002,2025-08-20,26,独立站
SKU003,2025-08-20,113,亚马逊
SKU003,2025-08-20,58,独立站
SKU001,2025-08-21,89,亚马逊
SKU001,2025-08-21,43,独立站
SKU002,2025-08-21,49,亚马逊
SKU002,2025-08-21,19,独立站
SKU003,2025-08-21,140,亚马逊
SKU003,2025-08-21,56,独立站
SKU001,2025-08-22,92,亚马逊
SKU001,2025-08-22,40,独立站
SKU002,2025-08-22,67,亚马逊
SKU002,2025-08-22,27,独立站
SKU003,2025-08-22,161,亚马逊
SKU003,2025-08-22,65,独立站
SKU001,2025-08-23,81,亚马逊
SKU001,2025-08-23,39,独立站
SKU002,2025-08-23,43,亚马逊
SKU002,2025-08-23,22,独立站
SKU003,2025-08-23,115,亚马逊
SKU003,2025-08-23,54,独立站
SKU001,2025-08-24,75,亚马逊
SKU001,2025-08-24,29,独立站
SKU002,2025-08-24,66,亚马逊
SKU002,2025-08-24,25,独立站
SKU003,2025-08-24,159,亚马逊
SKU003,2025-08-24,64,独立站
SKU001,2025-08-25,104,亚马逊
SKU001,2025-08-25,39,独立站
SKU002,2025-08-25,69,亚马逊
SKU002,2025-08-25,28,独立站
SKU003,2025-08-25,119,亚马逊
SKU003,2025-08-25,60,独立站
SKU001,2025-08-26,84,亚马逊
SKU001,2025-08-26,39,独立站
SKU002,2025-08-26,57,亚马逊
SKU002,2025-08-26,28,独立站
SKU003,2025-08-26,142,亚马逊
SKU003,2025-08-26,55,独立站
SKU001,2025-08-27,100,亚马逊
SKU001,2025-08-27,39,独立站
SKU002,2025-08-27,58,亚马逊
SKU002,2025-08-27,27,独立站
SKU003,2025-08-27,135,亚马逊
SKU003,2025-08-27,66,独立站
SKU001,2025-08-28,92,亚马逊
SKU001,2025-08-28,38,独立站
SKU002,2025-08-28,59,亚马逊
SKU002,2025-08-28,27,独立站
SKU003,2025-08-28,132,亚马逊
SKU003,2025-08-28,70,独立站
SKU001,2025-08-29,113,亚马逊
SKU001,2025-08-29,42,独立站
SKU002,2025-08-29,54,亚马逊
SKU002,2025-08-29,23,独立站
SKU003,2025-08-29,103,亚马逊
SKU003,2025-08-29,57,独立站
SKU001,2025-08-30,102,亚马逊
SKU001,2025-08-30,36,独立站
SKU002,2025-08-30,61,亚马逊
SKU002,2025-08-30,26,独立站
SKU003,2025-08-30,159,亚马逊
SKU003,2025-08-30,65,独立站
SKU001,2025-08-31,90,亚马逊
SKU001,2025-08-31,39,独立站
SKU002,2025-08-31,65,亚马逊
SKU002,2025-08-31,28,独立站
SKU003,2025-08-31,143,亚马逊
SKU003,2025-08-31,68,独立站
SKU001,2025-09-01,81,亚马逊
SKU001,2025-09-01,39,独立站
SKU002,2025-09-01,55,亚马逊
SKU002,2025-09-01,24,独立站
SKU003,2025-09-01,121,亚马逊
SKU003,2025-09-01,63,独立站
SKU001,2025-09-02,108,亚马逊
SKU001,2025-09-02,38,独立站
SKU002,2025-09-02,70,亚马逊
SKU002,2025-09-02,22,独立站
SKU003,2025-09-02,138,亚马逊
SKU003,2025-09-02,61,独立站
SKU001,2025-09-03,71,亚马逊
SKU001,2025-09-03,36,独立站
SKU002,2025-09-03,46,亚马逊
SKU002,2025-09-03,24,独立站
SKU003,2025-09-03,80,亚马逊
SKU003,2025-09-03,37,独立站
SKU001,2025-09-04,75,亚马逊
SKU001,2025-09-04,27,独立站
SKU002,2025-09-04,60,亚马逊
SKU002,2025-09-04,24,独立站
SKU003,2025-09-04,116,亚马逊
SKU003,2025-09-04,44,独立站
SKU001,2025-09-05,90,亚马逊
